Gyro Roll;Gyro Pitch;Gyro Yaw;Accel X;Accel Y;Accel Z
-0.667;3.87E-03;0;1.385;2.01;-9.715
-0.631;-0.017;0;1.826;0.217;-8.29
-0.605;-0.021;0;-2.137;-0.203;-8.661
-0.604;0.021;0;-1.008;0.084;-7.818
-0.624;-0.017;0;1.949;2.123;-9.933
-0.613;-0.024;0;-0.439;0.434;-8.094
-0.623;0.032;0;0.871;2.939;-7.436
-0.601;0.031;0;-1.358;3.511;-7.727
-0.608;-0.029;0;-1.119;3.828;-8.336
-0.611;0.02;0;-2.141;0.26;-8.179
-0.63;0.022;0;-1.895;1.951;-11.321
-0.625;-0.024;0;0.057;0.028;-11.6
-0.597;1.05E-04;0;-2.252;1.377;-7.518
-0.626;0.027;0;0.95;1.556;-11.042
-0.608;-4.65E-03;0;-0.513;0.783;-9.019
-0.566;0.02;0;-1.991;1.255;-8.07
-0.57;-0.013;0;-0.322;4.243;-11.437
-0.585;-0.015;0;0.792;2.564;-8.624
-0.604;-0.018;0;-0.545;3.272;-10.809
-0.589;0.019;0;0.529;2.195;-8.127
-0.548;0.018;0;-1.054;0.896;-10.111
-0.57;-0.014;0;-1.463;3.602;-8.02
-0.568;0.022;0;1.877;1.86;-10.715
-0.592;-9.38E-03;0;-1.608;4.642;-7.424
-0.555;-8.14E-03;0;1.576;1.302;-10.584
-0.563;0.024;0;-1.047;4.934;-7.306
-0.56;0.028;0;-1.294;1.76;-9.351
-0.568;0.025;0;-1.099;3.947;-9.286
-0.549;0.022;0;-2.313;4.301;-8.401
-0.564;5.54E-03;0;1.843;1.651;-8.035
-0.541;-7.42E-03;0;-1.499;3.659;-10.942
-0.541;0.012;0;-1.025;1.618;-7.45
-0.528;-1.92E-03;0;-1.875;5.252;-10.161
-0.546;-6.47E-03;0;0.075;4.376;-11.492
-0.528;0.033;0;-0.934;2.653;-8.918
-0.48;-7.25E-03;0;-1.499;5.3;-10.266
-0.477;0.033;0;0.793;5.478;-11.003
-0.459;7.16E-03;0;-1.363;4.101;-8.352
-0.467;-0.014;0;0.355;3.395;-8.168
-0.454;7.06E-03;0;1.07;1.718;-10.229
-0.492;0.014;0;2.054;4.285;-8.742
-0.469;-0.02;0;1.855;1.305;-9.794
-0.475;0.03;0;-0.059;3.408;-7.026
-0.428;0.031;0;2.085;3.524;-9.378
-0.479;0.029;0;0.313;2.398;-11.403
-0.443;8.49E-03;0;2.403;3.233;-9.511
-0.461;3.91E-03;0;-0.089;2.222;-11.121
-0.432;6.55E-03;0;-2.09;1.812;-9.254
-0.426;-0.031;0;1.41;2.395;-9.3
-0.409;0.028;0;0.968;3.751;-11.226
-0.385;5.90E-03;0;1.138;2.713;-6.944
-0.376;0.025;0;1.62;2.149;-8.663
-0.387;5.60E-03;0;1.772;6.131;-7.796
-0.386;-0.019;0;-1.136;3.45;-11.124
-0.36;0.03;0;-0.643;4.623;-10.55
-0.372;0.01;0;-1.926;4.731;-9.255
-0.366;-0.027;0;2.219;4.356;-10.203
-0.395;7.67E-04;0;2.077;2.723;-7.347
-0.331;0.022;0;2.27;4.692;-8.683
-0.359;0.021;0;1.721;5.561;-9.682
-0.324;0.033;0;-0.47;6.592;-8.484
-0.311;-0.028;0;-1.745;6.252;-7.666
-0.325;0.023;0;0.384;3.397;-8.669
-0.313;-0.022;0;0.859;4.247;-7.573
-0.342;-0.028;0;-0.956;5.508;-10.613
-0.282;0.032;0;-1.994;5.259;-6.516
-0.282;0.012;0;2.149;3.884;-9.596
-0.289;0.021;0;-0.18;3.979;-9.313
-0.312;-0.018;0;0.219;5.595;-8.448
-0.27;-0.029;0;1.076;4.833;-8.304
-0.253;-0.03;0;-1.222;3.085;-10.14
-0.243;0.02;0;0.481;3.701;-9.182
-0.254;8.71E-03;0;-1.582;5.574;-6.287
-0.223;-9.57E-03;0;-2.017;4.978;-10.449
-0.247;0.034;0;-1.811;3.869;-9.788
-0.229;-0.023;0;-0.013;6.503;-9.96
-0.216;-0.017;0;-1.893;6.635;-9.175
-0.223;0.023;0;2.296;2.703;-8.659
-0.183;0.016;0;-1.761;4.955;-8.256
-0.237;-9.92E-03;0;-0.103;5.784;-8.062
-0.214;0.016;0;-0.984;3.256;-9.399
-0.216;1.90E-03;0;-1.808;5.518;-10.021
-0.149;2.12E-03;0;0.227;7.055;-7.908
-0.206;-0.024;0;-2.094;6.864;-10.545
-0.149;0.016;0;-1.472;4.669;-9.644
-0.174;0.031;0;0.37;3.478;-10.632
-0.174;-0.011;0;0.166;6.396;-9.574
-0.141;0.011;0;0.591;7.134;-7.024
-0.157;3.20E-03;0;0.668;5.244;-10.69
-0.109;-0.025;0;0.407;5.515;-9.895
-0.102;4.67E-03;0;1.077;4.462;-6.555
-0.082;-0.028;0;-0.492;6.858;-7.106
-0.082;-0.029;0;-1.939;4.752;-6.928
-0.117;8.86E-03;0;1.439;5.47;-8.581
-0.112;-0.011;0;-1.749;5.125;-10.484
-0.103;-2.90E-03;0;1.971;2.539;-8.704
-0.044;-0.014;0;-1.05;6.392;-8.908
-0.075;-6.99E-03;0;1.77;2.805;-9.901
-0.08;0.034;0;-0.036;3.96;-8.077
-0.029;-0.026;0;1.136;6.133;-7.822
-0.054;-0.03;0;-1.659;7.009;-6.407
-0.039;6.28E-03;0;-0.494;5.89;-9.157
-0.049;-0.019;0;1.914;3.396;-7.421
0.013;-0.018;0;0.77;3.564;-6.541
-7.33E-03;-0.024;0;-0.994;3.533;-6.602
-0.021;-0.029;0;-0.998;3.44;-10.439
-2.37E-03;-0.023;0;1.928;5.64;-10.357
-5.35E-03;-0.03;0;-1.442;6.39;-9.574
0.023;0.027;0;0.658;6.032;-7.95
0.063;-0.031;0;-0.131;5.058;-7.863
0.049;-0.012;0;2.046;2.589;-7.082
0.084;-0.024;0;0.057;4.303;-9.421
0.042;-0.027;0;0.525;4.493;-10.723
0.068;-0.017;0;2.221;6.665;-8.275
0.07;5.31E-03;0;-2.012;6.012;-7.422
0.101;-0.012;0;0.794;5.98;-8.164
0.087;-0.025;0;0.547;4.707;-6.513
0.117;-4.31E-03;0;-0.709;5.802;-8.886
0.101;0.012;0;-0.74;2.61;-7.796
0.124;0.022;0;-0.975;4.809;-8.624
0.138;0.021;0;1.947;3.46;-9.193
0.127;-0.016;0;0.695;4.318;-6.756
0.116;-0.031;0;-1.804;7.026;-9.267
0.134;0.022;0;0.665;4.109;-8.525
0.185;-0.012;0;1.608;3.993;-7.166
0.16;-2.52E-03;0;-0.18;3.241;-6.471
0.166;0.03;0;-1.523;6.097;-9.742
0.205;-8.01E-03;0;2.002;5.693;-7.269
0.188;4.89E-03;0;-0.137;4.411;-9.955
0.196;4.51E-03;0;0.691;4.263;-6.796
0.22;-0.014;0;2.193;5.851;-8.807
0.194;0.017;0;-1.768;5.043;-10.91
0.197;-0.027;0;0.481;2.325;-6.458
0.2;0.022;0;-1.424;3.412;-9.553
0.232;-0.015;0;-1.289;3.398;-10.741
0.252;-0.025;0;-1.378;2.709;-6.491
0.227;-0.029;0;-1.974;6.097;-7.932
0.281;8.15E-03;0;0.847;5.755;-7.477
0.293;-0.031;0;-1.396;3.889;-6.515
0.294;3.36E-03;0;0.195;3.087;-6.673
0.295;0.029;0;0.673;4.626;-7.449
0.274;-0.021;0;1.572;3.444;-8.713
0.28;-0.025;0;2.086;5.621;-6.857
0.298;1.84E-03;0;1.684;5.386;-10.852
0.346;-0.014;0;1.946;6.241;-9.659
0.347;0.015;0;1.178;3.645;-6.65
0.331;0.017;0;-1.908;6.179;-11.023
0.353;0.014;0;0.059;6.018;-7.726
0.337;-0.026;0;2.337;2.475;-10.685
0.37;0.031;0;-0.929;5.377;-10.426
0.338;-0.02;0;-1.19;5.574;-7.42
0.346;-0.026;0;-1.527;2.777;-9.715
0.348;-3.07E-03;0;-0.939;5.754;-9.85
0.374;0.029;0;-2.327;2.203;-11.152
0.407;7.41E-03;0;-0.897;6.37;-10.877
0.389;0.013;0;1.577;5.644;-8.67
0.386;-9.62E-04;0;1.674;2.355;-10.004
0.426;-0.013;0;-1.355;5.944;-8.819
0.405;-0.014;0;0.225;6.008;-6.784
0.424;-0.016;0;-1.763;6.119;-6.682
0.408;0.023;0;1.396;3.319;-11.227
0.416;0.028;0;0.92;4.9;-8.561
0.465;-0.016;0;1.691;5.349;-8.793
0.438;0.02;0;-1.087;6.044;-6.637
0.441;-2.36E-03;0;-0.055;5.819;-7.549
0.447;0.025;0;0.53;5.59;-10.31
0.45;-0.02;0;-0.248;4.597;-8.965
0.446;-0.023;0;-2.064;4.971;-10.586
0.462;0.012;0;1.701;4.41;-10.699
0.463;0.021;0;1.856;4.194;-11.064
0.509;0.02;0;2.105;5.838;-7.832
0.488;-0.029;0;0.079;3.741;-11.496
0.494;0.02;0;-1.935;4.081;-9.567
0.499;0.018;0;1.836;3.058;-10.17
0.528;1.18E-03;0;1.128;2.949;-9.01
0.534;7.01E-03;0;0.863;5.072;-7.246
0.537;0.033;0;1.693;1.458;-9.579
0.491;-0.022;0;9.79E-03;4.967;-7.985
0.529;7.17E-03;0;1.806;2.17;-7.198
0.53;-0.03;0;2.303;1.52;-8.001
0.519;2.84E-03;0;0.807;1.457;-7.78
0.57;-5.48E-03;0;0.754;4.41;-7.551
0.577;7.88E-03;0;-1.421;1.197;-8.024
0.548;0.03;0;1.629;3.701;-8.143
0.538;1.39E-03;0;1.84;2.097;-9.377
0.529;0.015;0;-1.908;4.692;-9.652
0.559;-0.018;0;2.059;3.735;-7.64
0.554;0.021;0;1.033;3.02;-9.271
0.599;0.021;0;1.779;0.337;-8.83
0.561;-7.42E-03;0;0.76;3.19;-10.886
0.608;-3.56E-03;0;0.257;2.208;-8.96
0.604;0.028;0;-0.018;3.497;-7.753
0.574;3.42E-03;0;0.762;4.527;-7.595
0.578;-8.73E-03;0;1.395;2.45;-9.538
0.602;-0.018;0;-1.478;0.719;-7.255
0.602;0.017;0;-1.039;2.521;-9.317
0.585;0.02;0;2.057;0.587;-10.841
0.606;-0.012;0;0.4;3.862;-9.657
0.632;-5.01E-03;0;-1.208;1.367;-7.607
0.606;2.82E-03;0;0.202;2.248;-8.187
0.618;0.022;0;-0.568;1.715;-7.939
0.609;0.03;0;-2.036;3.132;-8.903
0.623;-0.026;0;-0.124;1.967;-11.697
0.636;-3.08E-03;0;0.606;3.572;-7.682
0.62;2.72E-03;0;-0.038;3.752;-8.833
0.606;0.019;0;2.306;1.982;-8.637
0.648;-0.011;0;-0.462;0.396;-7.616
0.633;0.03;0;0.89;1.901;-10.174
0.63;-5.10E-03;0;0.582;0.031;-11.311
0.613;-0.018;0;1.261;2.421;-7.775
0.67;-0.023;0;-1.619;0.728;-10.742
0.651;6.65E-03;0;2.106;-0.843;-10.041
0.662;0.021;0;0.08;2.846;-9.738
0.677;-0.023;0;-1.829;2.824;-9.269
0.637;-0.023;0;0.738;1.95;-11.482
0.665;-0.013;0;-0.828;3.155;-8.86
0.683;5.20E-03;0;-1.517;-0.588;-11.598
0.665;0.011;0;1.491;0.611;-10.362
0.672;-0.015;0;-1.882;2.9;-7.736
0.676;0.022;0;0.225;-0.056;-9.571
0.681;-0.028;0;-1.764;0.975;-8.971
0.684;-3.27E-03;0;1.798;1.549;-10.264
0.688;0.033;0;-2.262;-0.605;-11.532
0.643;0.014;0;-0.284;0.054;-8.827
0.69;7.96E-03;0;2.382;2.379;-10.699
0.651;-0.011;0;-1.349;2.004;-11.23
0.692;0.031;0;-0.035;2.39;-10.58
0.63;7.31E-03;0;1.372;0.025;-11.592
0.646;-0.017;0;0.123;1.125;-10.257
0.628;-0.014;0;0.431;1.838;-8.203
0.653;0.029;0;1.607;0.25;-9.757
0.658;0.032;0;-0.296;-1.39;-10.273
0.658;0.021;0;2.25;-0.99;-9.508
0.651;0.022;0;1.931;-0.11;-10.326
0.655;-0.025;0;0.999;-0.255;-8.292
0.641;-0.025;0;1.767;0.361;-10.13
0.65;8.33E-03;0;1.472;0.75;-11.811
0.638;0.014;0;2.22;0.862;-7.752
0.677;0.026;0;0.085;1.544;-8.796
0.679;8.04E-03;0;-2.151;1.788;-9.613
0.682;-0.017;0;1.833;-5.54E-03;-8.517
0.673;-0.027;0;0.267;-0.02;-8.774
0.67;0.027;0;-1.301;1.549;-10.071
0.649;-0.024;0;1.263;-1.444;-7.745
0.64;0.021;0;1.874;0.788;-11.743
0.63;0.034;0;1.977;-1.701;-7.842
0.65;1.20E-03;0;0.244;-1.166;-7.73
0.611;8.85E-03;0;-1.397;-0.717;-9.696
0.672;0.012;0;-1.181;-2.428;-8.415
0.64;-0.014;0;0.201;0.578;-9.47
0.625;0.011;0;-0.037;0.591;-7.436
0.653;0.025;0;-2.057;-2.121;-11.33
0.601;-6.13E-04;0;-0.63;0.254;-8.665
0.633;0.015;0;-0.203;0.542;-11.881
0.604;-0.03;0;-0.959;0.022;-7.493
0.615;-4.90E-03;0;1.936;0.573;-10.789
0.607;-7.40E-04;0;-1.339;-1.418;-10.693
0.65;0.016;0;1.243;-3.215;-8.075
0.643;0.017;0;1.277;-0.694;-8.481
0.643;0.026;0;1.93;-2.956;-8.668
0.621;-8.07E-03;0;-0.535;0.44;-11.903
0.578;-7.05E-03;0;0.462;-3.942;-9.133
0.636;-0.019;0;1.952;-4.088;-11.469
0.573;0.012;0;-2.067;-4.139;-11.18
0.597;-4.04E-03;0;-0.443;-0.174;-8.624
0.568;0.015;0;0.076;-0.871;-8.033
0.61;-8.38E-04;0;-2.275;-0.447;-9.627
0.592;0.031;0;1.147;-0.776;-7.497
0.614;-0.029;0;0.107;-0.484;-8.444
0.558;9.07E-04;0;-1.585;-1.944;-8.961
0.567;-0.028;0;-1.67;-1.932;-11.673
0.543;-0.019;0;-0.156;-1.262;-7.776
0.539;9.59E-03;0;1.457;-2.919;-7.098
0.546;-6.75E-03;0;-0.43;-0.689;-11.559
0.562;0.028;0;1.622;-2.789;-10.65
0.573;0.028;0;-0.836;-2.972;-7.267
0.576;0.025;0;0.697;-3.272;-11.617
0.555;-8.49E-03;0;1.199;-4.19;-7.784
0.53;0.029;0;-0.734;-5.054;-8.579
0.55;0.025;0;0.211;-2.494;-11.128
0.51;-6.20E-03;0;0.661;-1.079;-8.801
0.557;0.01;0;-1.432;-1.551;-10.626
0.546;0.019;0;-1.353;-4.003;-10.472
0.495;6.78E-03;0;0.185;-4.062;-9.349
0.512;0.021;0;1.493;-3.393;-8.805
0.493;0.029;0;6.82E-03;-2.677;-8.903
0.502;-0.021;0;-1.475;-5.442;-6.918
0.514;-6.13E-03;0;-0.879;-2.149;-7.573
0.493;-0.027;0;-1.171;-2.726;-10.004
0.512;0.033;0;0.898;-3.138;-6.793
0.48;-8.17E-03;0;0.12;-2.747;-7.761
0.486;8.44E-03;0;-1.177;-5.522;-8.03
0.495;-9.80E-03;0;-1.803;-1.245;-10.126
0.437;0.015;0;-2.068;-4.92;-8.679
0.488;-0.02;0;0.794;-4.97;-6.658
0.44;-0.012;0;-1.212;-1.804;-7.908
0.431;0.034;0;2.383;-4.338;-10.781
0.456;-3.76E-03;0;0.352;-1.722;-7
0.409;-9.31E-03;0;-0.866;-5.464;-11.148
0.424;-9.49E-03;0;-1.263;-1.966;-10.336
0.39;-0.01;0;0.589;-2.755;-10.568
0.442;0.013;0;-0.255;-5.714;-6.753
0.387;-0.021;0;1.848;-1.58;-8.416
0.406;0.019;0;-1.849;-6.087;-9.53
0.425;-0.012;0;-2.134;-5.824;-10.804
0.358;-0.011;0;-0.688;-5.192;-9.744
0.363;0.014;0;-1.195;-2.946;-10.983
0.39;0.015;0;2.409;-5.783;-7.79
0.378;0.027;0;-1.734;-5.565;-9.828
0.356;-0.028;0;1.683;-2.154;-6.641
0.375;-0.026;0;2.376;-4.301;-9.25
0.363;-1.18E-03;0;1.887;-4.05;-6.653
0.319;0.02;0;-0.583;-6.309;-9.94
0.304;-0.013;0;-1.465;-4.808;-10.492
0.349;4.62E-03;0;2.048;-4.586;-8.779
0.331;-0.024;0;0.933;-4.47;-10.668
0.284;-0.013;0;-1.49;-4.43;-8.096
0.334;-0.012;0;0.464;-3.854;-6.723
0.306;-2.20E-04;0;-2.243;-5.012;-8.069
0.317;-1.38E-03;0;0.576;-3.418;-10.139
0.298;0.025;0;0.096;-4.743;-8.855
0.285;-0.03;0;1.363;-4.649;-7.084
0.278;-0.026;0;1.367;-5.326;-8.198
0.248;-0.012;0;2.258;-4.502;-10.137
0.231;0.019;0;1.643;-6.249;-6.663
0.236;0.027;0;2.294;-4.698;-10.46
0.23;-8.64E-03;0;1.503;-3.073;-6.229
0.197;-0.024;0;-1.047;-2.354;-9.637
0.207;-9.11E-03;0;0.128;-5.307;-9.613
0.195;-0.015;0;-1.306;-2.979;-9.95
0.222;-7.03E-03;0;2.289;-5.489;-10.848
0.191;-0.02;0;1.74;-3.086;-7.7
0.17;-1.72E-03;0;0.43;-6.624;-8.516
0.151;-0.018;0;-1.763;-2.675;-7.761
0.186;-0.027;0;1.393;-5.93;-8.138
0.171;0.029;0;0.875;-4.472;-7.84
0.148;-4.58E-03;0;1.492;-3.589;-6.663
0.149;5.54E-03;0;2.037;-2.47;-9.063
0.137;-0.012;0;-1.275;-6.574;-7.263
0.114;0.02;0;0.773;-3.185;-6.185
0.134;-0.015;0;-1.296;-4.886;-9.329
0.122;-5.01E-05;0;2.071;-5.286;-9.241
0.13;-0.015;0;2.129;-5.676;-7.437
0.11;-5.98E-03;0;-0.888;-5.023;-6.659
0.068;-5.15E-03;0;-2.293;-6.418;-6.668
0.082;-0.015;0;-0.357;-5.986;-8.185
0.058;-6.69E-03;0;1.217;-7.045;-6.354
0.069;-0.025;0;1.381;-4.505;-10.342
0.032;0.014;0;1.154;-4.696;-7.677
0.069;7.94E-03;0;1.609;-6.109;-8.356
0.058;5.33E-03;0;0.709;-3.692;-6.821
0.046;0.031;0;-1.219;-5.914;-7.824
0.018;0.017;0;2.079;-3.618;-9.877
-1.65E-03;-0.015;0;-0.827;-2.774;-6.242
0.022;0.014;0;-2.126;-2.934;-7.159
-2.41E-03;0.031;0;0.807;-4.093;-8.219
-0.027;0.019;0;-1.699;-5.026;-10.441
-0.016;-0.031;0;1.371;-4.625;-6.047
-4.86E-03;0.013;0;0.241;-6.437;-9.035
-0.04;0.02;0;2.324;-6.695;-8.683
-0.053;0.019;0;-0.982;-7.069;-10.726
-0.027;0.035;0;-1.753;-2.703;-7.54
-0.072;0.016;0;1.846;-2.867;-9.067
-0.079;0.024;0;0.531;-6.558;-10.216
-0.074;0.03;0;-0.454;-5.576;-9.378
-0.08;5.97E-03;0;-2.06;-6.823;-6.529
-0.074;-0.024;0;-0.268;-6.823;-7.856
-0.088;0.015;0;-0.709;-5.162;-7.605
-0.109;0.012;0;1.133;-3.235;-8.056
-0.131;-0.014;0;-1.728;-3.225;-7.944
-0.142;-0.016;0;-2.156;-4.622;-7.603
-0.134;0.027;0;0.857;-5.435;-6.425
-0.159;0.022;0;-1.079;-2.557;-10.559
-0.151;-1.18E-03;0;-1.404;-6.572;-8.282
-0.151;-0.025;0;-1.71;-4.043;-7.922
-0.172;-0.026;0;-0.611;-2.761;-9.388
-0.168;-0.011;0;0.555;-6.642;-10.517
-0.2;-0.025;0;-0.972;-4.388;-9.897
-0.193;-0.021;0;-0.775;-5.351;-9.459
-0.208;0.013;0;0.316;-3.022;-10.495
-0.22;-0.016;0;-1.476;-3.725;-10.941
-0.21;-0.03;0;1.481;-5.448;-9.453
-0.231;1.73E-03;0;-0.666;-4.171;-10.912
-0.238;0.013;0;-1.767;-5.193;-6.634
-0.243;-0.021;0;1.987;-2.797;-8.325
-0.213;9.00E-03;0;-1.926;-4.64;-8.605
-0.26;-3.88E-04;0;-0.68;-2.175;-9.05
-0.29;-0.026;0;-0.131;-6.169;-7.351
-0.296;0.033;0;-1.699;-4.935;-8.577
-0.269;0.014;0;-0.19;-3.722;-8.463
-0.31;9.32E-03;0;0.377;-6.345;-6.536
-0.315;1.04E-03;0;0.781;-3.785;-9.192
-0.286;-0.027;0;-1.934;-6.472;-7.519
-0.315;0.032;0;-0.247;-6.228;-7.055
-0.287;-0.029;0;-0.327;-2.406;-8.351
-0.318;-0.017;0;2.311;-2.846;-6.678
-0.335;0.018;0;0.256;-5.173;-8.024
-0.311;0.018;0;0.495;-5.77;-9.411
-0.329;-0.024;0;2.04;-3.364;-6.781
-0.323;0.015;0;1.503;-4.932;-11.108
-0.324;-0.015;0;2.414;-4.618;-6.521
-0.364;-0.023;0;0.175;-6.188;-7.003
-0.397;4.55E-03;0;-0.169;-4.912;-7.881
-0.392;-0.011;0;2.05;-6.008;-9.867
-0.401;0.032;0;-1.767;-2.344;-6.528
-0.365;-7.42E-03;0;-0.489;-6.248;-8.257
-0.379;0.027;0;-2.164;-1.519;-8.057
-0.411;1.82E-03;0;-1.799;-1.857;-10.456
-0.408;-0.026;0;0.966;-5.042;-11.162
-0.396;0.025;0;1.038;-1.757;-9.578
-0.434;-0.011;0;1.546;-5.53;-7.303
-0.45;-4.60E-04;0;-1.07;-6.122;-10.621
-0.414;0.014;0;1.351;-3.488;-9.039
-0.449;-9.31E-03;0;0.521;-5.12;-7.84
-0.445;0.028;0;2.412;-1.966;-11.027
-0.438;0.033;0;1.025;-4.057;-9.937
-0.483;-0.028;0;-0.563;-3.354;-11.243
-0.446;1.87E-03;0;-0.591;-5.39;-11.069
-0.443;-0.019;0;-1.44;-2.474;-10.834
-0.472;0.015;0;2.44;-5.422;-9.976
-0.495;2.80E-03;0;-0.243;-1.346;-9.589
-0.51;-0.03;0;-0.144;-3.446;-8.869
-0.481;-0.022;0;-1.928;-1.328;-6.786
-0.509;0.033;0;-1.78;-4.247;-7.868
-0.531;5.90E-03;0;-1.309;-2.797;-9.984
-0.477;0.029;0;1.549;-2.097;-8.341
-0.539;8.41E-04;0;0.043;-1.74;-8.617
-0.492;0.016;0;2.265;-4.084;-7.285
-0.507;-5.06E-03;0;-2.332;-3.807;-11.12
-0.502;-0.016;0;0.336;-3.99;-10.522
-0.55;-3.11E-03;0;1.473;-1.908;-11.115
-0.523;-0.031;0;-1.211;-3.005;-8.396
-0.513;0.023;0;-1.059;-0.429;-10.199
-0.531;-0.013;0;-1.727;-2.926;-9.046
-0.52;0.018;0;1.148;-3.291;-10.97
-0.539;0.02;0;1.339;-0.831;-10.438
-0.529;4.59E-03;0;-1.644;-0.852;-11.664
-0.59;-0.028;0;1.051;-2.2;-11.048
-0.568;-0.013;0;0.531;-2.675;-7.389
-0.573;-0.025;0;-1.756;-4.561;-7.678
-0.578;0.02;0;-0.845;-2.142;-10.094
-0.6;-0.026;0;-2;-2.3;-8.187
-0.603;0.016;0;1.634;-1.651;-10.533
-0.577;0.011;0;0.821;-3.148;-7.614
-0.596;-0.012;0;-1.265;-3.62;-9.75
-0.627;0.018;0;1.573;-1.232;-8.366
-0.577;0.025;0;1.896;0.129;-9.68
-0.629;0.013;0;2.041;-2.976;-8.905
-0.602;0.027;0;1.254;-4.036;-8.672
-0.637;0.025;0;2.117;-2.647;-7.953
-0.64;-0.022;0;0.467;-0.932;-11.711
-0.647;-8.26E-03;0;-0.504;-3.842;-11.155
-0.647;-0.031;0;-1.623;-1.736;-9.813
-0.631;0.011;0;1.349;-2.941;-10.284
-0.619;0.017;0;1.503;-2.024;-10.473
-0.609;-4.10E-03;0;0.94;-1.975;-8.477
-0.601;-0.027;0;-0.094;-2.638;-11.143
-0.625;-0.021;0;-0.429;-0.587;-8.701
-0.654;0.016;0;0.018;-1.012;-12.045
-0.612;-0.017;0;-2.021;-0.878;-10.087
-0.657;0.028;0;-1.091;-2.378;-8.374
-0.658;-0.031;0;-0.895;1.139;-11.062
-0.618;0.028;0;-1.605;-1.713;-10.113
-0.652;-0.02;0;-0.749;-1.124;-11.032
-0.667;8.98E-03;0;1.145;-0.3;-10.298
-0.658;-3.10E-03;0;-0.083;-1.951;-9.559
-0.647;0.027;0;0.658;-2.946;-7.625
-0.628;7.60E-03;0;-1.887;-2.784;-9.184
-0.655;0.032;0;-1.393;-2.028;-9.063
-0.675;0.026;0;1.856;0.345;-11.24
-0.643;4.07E-03;0;-1.07;-0.203;-7.792
-0.667;0.022;0;-0.191;-1.237;-10.815
-0.647;0.03;0;-2.259;-1.005;-11.14
-0.683;0.022;0;-0.931;1.655;-9.028
-0.68;0.021;0;0.159;0.055;-8.104
-0.687;0.022;0;2.373;-0.409;-10.338
-0.66;0.022;0;1.408;-1.498;-8.796
-0.639;0.034;0;0.272;-2.06;-8.631
-0.661;0.03;0;1.757;1.57;-11.76
-0.666;-0.026;0;-1.433;-0.172;-11.506
-0.683;4.44E-03;0;2.246;-1.343;-7.457
-0.636;-0.026;0;-2.074;-1.403;-10.387
-0.676;-0.025;0;-2.103;-2.021;-8.464
-0.626;-0.03;0;-1.16;-1.172;-8.354
-0.622;5.73E-03;0;1.889;-1.722;-7.995
-0.637;0.011;0;1.726;0.895;-8.527
-0.673;-9.30E-03;0;2.022;2.398;-11.091
-0.646;2.78E-03;0;-1.583;1.763;-7.597
-0.623;0.028;0;-1.678;-0.731;-11.26
-0.654;2.11E-03;0;1.771;-0.122;-7.875
-0.633;0.026;0;-0.939;1.876;-8.843
-0.666;-0.025;0;-0.943;-0.825;-10.777
-0.635;0.017;0;-0.914;0.45;-11.184
-0.628;3.99E-03;0;0.849;0.058;-9.889
-0.657;0.026;0;0.385;0.198;-9.927
-0.657;-0.012;0;-1.026;1.208;-9.023
-0.623;-0.014;0;-2.175;2.793;-10.123
-0.62;0.016;0;0.442;0.079;-11.331
-0.628;3.84E-04;0;-0.371;-0.012;-10.328
-0.627;1.06E-03;0;-1.027;1.532;-9.656
-0.609;-0.027;0;0.702;2.039;-8.363
-0.648;0.014;0;-1.841;3.208;-10.745
-0.642;-7.86E-03;0;2.413;1.031;-8.852
-0.618;-0.025;0;0.782;0.765;-8.119
-0.631;9.96E-03;0;1.749;2.356;-11.047
-0.629;7.66E-03;0;1.383;0.797;-8.327
-0.626;-1.79E-03;0;0.188;0.416;-10.748
-0.595;-0.024;0;2.376;2.844;-10.979
-0.61;-8.33E-04;0;-1.532;2.946;-9.262
-0.626;-0.011;0;-0.537;0.801;-8.798
-0.584;-0.016;0;-1.244;4.073;-10.303
-0.587;-0.029;0;-0.093;3.591;-9.058
-0.588;1.22E-03;0;-0.375;0.88;-7.408
-0.607;-0.025;0;0.197;0.425;-8.047
-0.626;-9.20E-03;0;0.529;1.675;-10.085
-0.599;-0.017;0;1.064;0.31;-11.246
-0.606;0.022;0;1.195;0.548;-10.287
-0.582;9.75E-03;0;0.826;3.827;-11.637
-0.574;-3.30E-03;0;-1.805;1.017;-9.551
-0.57;5.79E-04;0;1.758;3.183;-9.226
-0.57;0.025;0;-2.24;0.864;-8.406
-0.576;-0.016;0;-0.724;3.171;-8.226
-0.532;9.59E-03;0;-0.959;1.709;-11.071
-0.56;-0.015;0;-1.719;0.398;-7.68
-0.539;0.028;0;0.52;3.517;-9.543
-0.579;0.023;0;2.403;4.751;-8.499
-0.58;-0.02;0;-1.806;4.319;-9.73
-0.531;0.03;0;1.254;2.002;-9.439
-0.537;0.035;0;-0.588;3.784;-10.821
-0.537;0.024;0;2.392;4.031;-10.179
-0.561;5.58E-03;0;1.732;2.095;-10.177
-0.553;0.018;0;-1.499;3.821;-8.441
-0.533;-0.015;0;-0.85;2.378;-7.44
-0.523;0.026;0;-1.785;0.951;-9.321
-0.522;0.032;0;-1.273;3.326;-8.01
-0.531;0.03;0;1.456;1.265;-9.731
-0.466;-3.92E-03;0;-0.624;4.684;-9.223
-0.475;-4.31E-04;0;-0.327;2.612;-9.785
-0.454;-0.026;0;2.389;2.636;-7.827
-0.495;-0.017;0;2.02;4.935;-9.196
